offer_ext,search_query,score
[OFF] ballpark buns buy 2 [BN] ball park pop ups [CN] bread [CN] bakery [PCN] pantry [PCN] deli  bakery,rice,0
[OFF] ballpark buns buy 2 [BN] ball park pop ups [CN] bread [CN] bakery [PCN] pantry [PCN] deli  bakery,,0
[OFF] ballpark buns buy 2 [BN] ball park pop ups [CN] bread [CN] bakery [PCN] pantry [PCN] deli  bakery,grains,0
[OFF] ballpark buns buy 2 [BN] ball park pop ups [CN] bread [CN] bakery [PCN] pantry [PCN] deli  bakery,household,0
[OFF] ballpark buns buy 2 [BN] ball park pop ups [CN] bread [CN] bakery [PCN] pantry [PCN] deli  bakery,supplies,0
[OFF] ballpark buns buy 2 [BN] ball park pop ups [CN] bread [CN] bakery [PCN] pantry [PCN] deli  bakery,bath,0
[OFF] ballpark buns buy 2 [BN] ball park pop ups [CN] bread [CN] bakery [PCN] pantry [PCN] deli  bakery,,0
[OFF] ballpark buns buy 2 [BN] ball park pop ups [CN] bread [CN] bakery [PCN] pantry [PCN] deli  bakery,body,0
[OFF] ballpark buns buy 2 [BN] ball park pop ups [CN] bread [CN] bakery [PCN] pantry [PCN] deli  bakery,candy,0
[OFF] ballpark buns buy 2 [BN] ball park pop ups [CN] bread [CN] bakery [PCN] pantry [PCN] deli  bakery,rum,0
[OFF] ballpark buns buy 2 [BN] ball park pop ups [CN] bread [CN] bakery [PCN] pantry [PCN] deli  bakery,malt,0
[OFF] ballpark buns buy 2 [BN] ball park pop ups [CN] bread [CN] bakery [PCN] pantry [PCN] deli  bakery,beverages,0
[OFF] ballpark buns buy 2 [BN] ball park pop ups [CN] bread [CN] bakery [PCN] pantry [PCN] deli  bakery,drink,0
[OFF] ballpark buns buy 2 [BN] ball park pop ups [CN] bread [CN] bakery [PCN] pantry [PCN] deli  bakery,mixes,0
[OFF] ballpark buns buy 2 [BN] ball park pop ups [CN] bread [CN] bakery [PCN] pantry [PCN] deli  bakery,packaged,0
[OFF] ballpark buns buy 2 [BN] ball park pop ups [CN] bread [CN] bakery [PCN] pantry [PCN] deli  bakery,seafood,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,12,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pack,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,or,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,2,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,liter,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,and,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,whole,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pizza,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,at,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,caseys,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,caseys,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,general,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,store,100
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,cooking,90
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,90
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,baking,90
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,frozen,90
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pizza,90
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,90
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pizza,90
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,snacks,90
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pantry,80
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,rice,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,grains,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,household,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,supplies,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,bath,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,body,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,candy,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,rum,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,malt,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,beverages,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,drink,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,mixes,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,packaged,0
[OFF] 12 pack or 2 liter and whole pizza at caseys [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,seafood,0
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,spend,100
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,220,100
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,at,100
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,star,100
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,market,100
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,star,100
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,market,100
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,cooking,90
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,,90
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,baking,90
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,pantry,80
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,rice,0
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,,0
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,grains,0
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,household,0
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,supplies,0
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,bath,0
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,,0
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,body,0
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,candy,0
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,rum,0
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,malt,0
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,beverages,0
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,drink,0
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,mixes,0
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,packaged,0
[OFF] spend 220 at star market [BN] star market [CN] cooking  baking [PCN] pantry,seafood,0
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,frozen,100
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,or,100
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,fountain,100
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,drink,100
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,at,100
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,caseys,100
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,caseys,100
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,general,100
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,store,100
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,cooking,90
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,90
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,baking,90
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,frozen,90
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pizza,90
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,90
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pizza,90
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,snacks,90
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pantry,80
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,rice,0
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,0
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,grains,0
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,household,0
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,supplies,0
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,bath,0
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,0
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,body,0
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,candy,0
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,rum,0
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,malt,0
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,beverages,0
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,drink,0
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,mixes,0
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,packaged,0
[OFF] frozen or fountain drink at caseys  [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,seafood,0
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,spend,100
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,45,100
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,at,100
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,tgi,100
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,fridays,100
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,tgi,100
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,fridays,100
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,spirits,90
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,malt,90
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,beverages,90
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,alcohol,80
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,rice,0
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,,0
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,grains,0
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,household,0
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,supplies,0
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,bath,0
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,,0
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,body,0
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,candy,0
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,rum,0
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,drink,0
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,mixes,0
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,packaged,0
[OFF] spend 45 at tgi fridays [BN] tgi fridays [CN] spirits [CN] malt beverages [PCN] alcohol,seafood,0
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,visit,100
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,or,100
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,order,100
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,online,100
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,from,100
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,caseys,100
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,3,100
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,times,100
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,caseys,100
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,general,100
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,store,100
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,cooking,90
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,90
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,baking,90
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,frozen,90
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pizza,90
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,90
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pizza,90
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,snacks,90
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pantry,80
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,rice,0
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,0
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,grains,0
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,household,0
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,supplies,0
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,bath,0
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,0
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,body,0
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,candy,0
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,rum,0
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,malt,0
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,beverages,0
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,drink,0
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,mixes,0
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,packaged,0
[OFF] visit or order online from caseys 3 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,seafood,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,spend,100
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,210,100
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,at,100
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,randalls,100
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,randalls,100
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,tobacco,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,products,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,mature,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,hair,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,removal,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,bath,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,body,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,bakery,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,carbonated,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,soft,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,drinks,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,body,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,fragrances,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,dips,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,salsa,0
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,randalls,100
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,food,100
[OFF] spend 210 at randalls [BN] randalls [RN] randalls food markets,markets,100
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,visit,100
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,or,100
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,order,100
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,online,100
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,from,100
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,caseys,100
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,5,100
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,times,100
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,caseys,100
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,general,100
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,store,100
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,cooking,90
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,90
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,baking,90
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,frozen,90
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pizza,90
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,90
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pizza,90
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,snacks,90
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,pantry,80
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,rice,0
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,,0
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,grains,0
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,household,0
[OFF] visit or order online from caseys 5 times [BN] caseys general store [CN] cooking  baking [CN] frozen pizza  pizza snacks [PCN] pantry,supplies,0
